--------------------
BDMEP - INMET
--------------------
Estação           : RECIFE  CURADO  - PE (OMM: 82900)
Latitude  (graus) : -8.05
Longitude (graus) : -34.95
Altitude  (metros): 10.00
Estação Operante
Inicio de operação: 07/07/1961
Periodo solicitado dos dados: 01/01/2000 a 12/12/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Umidade Relativa Media;
82900;14/04/2015;0000;;31.6;;8.6;75.5;
82900;14/04/2015;1200;0;;22.8;;;
82900;15/04/2015;0000;;31.2;;8.1;73.5;
82900;15/04/2015;1200;0;;23;;;
82900;16/04/2015;0000;;31.6;;8.6;71;
82900;16/04/2015;1200;3.4;;22.5;;;
82900;17/04/2015;0000;;31.8;;9.5;67;
82900;17/04/2015;1200;0;;22;;;
82900;18/04/2015;0000;;32;;9.8;66.5;
82900;18/04/2015;1200;0;;21.4;;;
82900;19/04/2015;0000;;31.6;;7.9;76;
82900;19/04/2015;1200;0;;20.2;;;
82900;20/04/2015;0000;;32.2;;9.6;70.5;
82900;20/04/2015;1200;0;;22.4;;;
82900;21/04/2015;0000;;32;;9.7;70.5;
82900;21/04/2015;1200;0;;21.2;;;
82900;22/04/2015;0000;;32.2;;5.1;87;
82900;22/04/2015;1200;8;;21.8;;;
82900;23/04/2015;0000;;31.2;;7.2;86.75;
82900;23/04/2015;1200;22.2;;22.4;;;
82900;24/04/2015;0000;;31.4;;8.4;78;
82900;24/04/2015;1200;34.2;;23;;;
82900;25/04/2015;0000;;31.6;;9.3;73.25;
82900;25/04/2015;1200;4;;24;;;
82900;26/04/2015;0000;;32;;9.7;76.5;
82900;26/04/2015;1200;0;;22.4;;;
82900;27/04/2015;0000;;31.6;;9.3;74.25;
82900;27/04/2015;1200;0;;22.6;;;
82900;28/04/2015;0000;;31.2;;9.6;74.75;
82900;28/04/2015;1200;0;;21.5;;;
82900;29/04/2015;0000;;31;;9.3;70.75;
82900;29/04/2015;1200;0.2;;22.2;;;
82900;30/04/2015;0000;;31.4;;9.6;71.75;
82900;30/04/2015;1200;0;;22;;;
82900;01/05/2015;0000;;31.3;;8.7;71;
82900;01/05/2015;1200;0;;21.4;;;
82900;02/05/2015;0000;;31.6;;6.3;69.75;
82900;02/05/2015;1200;0;;21.6;;;
82900;03/05/2015;0000;;30.8;;4.2;78.5;
82900;03/05/2015;1200;0.6;;22.8;;;
82900;04/05/2015;0000;;31.2;;8.8;79.25;
82900;04/05/2015;1200;10.6;;22.8;;;
82900;05/05/2015;0000;;30.6;;5.8;83.75;
82900;05/05/2015;1200;0;;21.2;;;
82900;06/05/2015;0000;;31;;9.3;70;
82900;06/05/2015;1200;0;;21.5;;;
82900;07/05/2015;0000;;31.2;;8.2;76.5;
82900;07/05/2015;1200;7.4;;22;;;
82900;08/05/2015;0000;;32;;9.5;70.5;
82900;08/05/2015;1200;0;;21.8;;;
82900;09/05/2015;0000;;31.8;;9.4;68;
82900;09/05/2015;1200;0;;22.2;;;
82900;10/05/2015;0000;;31.8;;9.5;68.25;
82900;10/05/2015;1200;0.8;;23.5;;;
82900;11/05/2015;0000;;31.8;;9.5;71.5;
82900;11/05/2015;1200;1.5;;23.5;;;
82900;12/05/2015;0000;;31.2;;9.9;68;
82900;12/05/2015;1200;0;;20.2;;;
82900;13/05/2015;0000;;31.2;;8.8;77.25;
82900;13/05/2015;1200;0;;20.6;;;
82900;14/05/2015;0000;;30.2;;7.3;80.25;
82900;14/05/2015;1200;7.2;;23.4;;;
82900;15/05/2015;0000;;31;;9.3;69.25;
82900;15/05/2015;1200;2.5;;22;;;
82900;16/05/2015;0000;;28.8;;1.5;88.5;
82900;16/05/2015;1200;6.8;;21.8;;;
82900;17/05/2015;0000;;30.4;;9.2;82;
82900;17/05/2015;1200;11.1;;21.1;;;
82900;18/05/2015;0000;;30.5;;8;77;
82900;18/05/2015;1200;1.6;;22.3;;;
82900;19/05/2015;0000;;29.8;;5.9;80;
82900;19/05/2015;1200;5.6;;23;;;
82900;20/05/2015;0000;;30.2;;7.7;84.25;
82900;20/05/2015;1200;15;;22.2;;;
82900;21/05/2015;0000;;29.9;;5.1;85;
82900;21/05/2015;1200;1.6;;23.6;;;
82900;22/05/2015;0000;;31;;8.4;77;
82900;22/05/2015;1200;0.2;;21.6;;;
82900;23/05/2015;0000;;30.8;;7.5;80.5;
82900;23/05/2015;1200;0;;22.2;;;
82900;24/05/2015;0000;;30.8;;9.5;81;
82900;24/05/2015;1200;0.9;;22.4;;;
82900;25/05/2015;0000;;30.6;;8.9;82;
82900;25/05/2015;1200;1.2;;23;;;
82900;26/05/2015;0000;;31.6;;9.2;72.25;
82900;26/05/2015;1200;1.5;;24.6;;;
82900;27/05/2015;0000;;31;;9.3;79;
82900;27/05/2015;1200;5;;23.6;;;
82900;28/05/2015;0000;;30;;8.5;83.75;
82900;28/05/2015;1200;18;;23;;;
82900;29/05/2015;0000;;30.8;;8.6;81.75;
82900;29/05/2015;1200;0;;21.2;;;
82900;30/05/2015;0000;;29;;0.8;85.5;
82900;30/05/2015;1200;75.8;;20.2;;;
82900;31/05/2015;0000;;29.8;;9;75.25;
82900;31/05/2015;1200;4;;22;;;
82900;01/06/2015;0000;;27.9;;0.9;88.75;
82900;01/06/2015;1200;0;;21.2;;;
82900;02/06/2015;0000;;29.9;;8.1;81;
82900;02/06/2015;1200;2.3;;22.2;;;
82900;03/06/2015;0000;;27.8;;2.7;95;
82900;03/06/2015;1200;0.2;;21.1;;;
82900;04/06/2015;0000;;30;;8.3;87.25;
82900;04/06/2015;1200;31.1;;22.4;;;
82900;05/06/2015;0000;;29.2;;8.2;91;
82900;05/06/2015;1200;4.6;;22;;;
82900;06/06/2015;0000;;29.7;;4.7;84.75;
82900;06/06/2015;1200;31.8;;22.2;;;
82900;07/06/2015;0000;;29;;3.2;86.5;
82900;07/06/2015;1200;33;;22.7;;;
82900;08/06/2015;0000;;29.8;;9.2;79.25;
82900;08/06/2015;1200;5;;22.1;;;
82900;09/06/2015;0000;;29.4;;6.8;86.5;
82900;09/06/2015;1200;4.6;;21.4;;;
82900;10/06/2015;0000;;29.6;;7.7;75.5;
82900;10/06/2015;1200;15;;22.6;;;
82900;11/06/2015;0000;;29.8;;6.8;78.5;
82900;11/06/2015;1200;0.4;;21;;;
82900;12/06/2015;0000;;28.8;;5;84.75;
82900;12/06/2015;1200;18.6;;22;;;
82900;13/06/2015;0000;;29.9;;9.8;79.5;
82900;13/06/2015;1200;0.4;;19.6;;;
82900;14/06/2015;0000;;29.1;;6.8;85.5;
82900;14/06/2015;1200;1;;20.6;;;
82900;15/06/2015;0000;;30.2;;7.6;83.75;
82900;15/06/2015;1200;5.9;;22.5;;;
82900;16/06/2015;0000;;29.4;;9.2;71.5;
82900;16/06/2015;1200;1;;22.2;;;
82900;17/06/2015;0000;;29.6;;6;77.75;
82900;17/06/2015;1200;0.8;;21.4;;;
82900;18/06/2015;0000;;28.4;;4.5;84.75;
82900;18/06/2015;1200;2;;20.6;;;
82900;19/06/2015;0000;;30.6;;9.3;75.25;
82900;19/06/2015;1200;2.7;;21.6;;;
82900;20/06/2015;0000;;29.1;;7.1;80.5;
82900;20/06/2015;1200;9.6;;21.2;;;
82900;21/06/2015;0000;;29.1;;8.3;76.75;
82900;21/06/2015;1200;9;;21.8;;;
82900;22/06/2015;0000;;26.7;;1;88.25;
82900;22/06/2015;1200;22.6;;21.5;;;
82900;23/06/2015;0000;;28.6;;3.8;89.25;
82900;23/06/2015;1200;15.2;;21;;;
82900;24/06/2015;0000;;28.1;;0;91;
82900;24/06/2015;1200;27.2;;22.4;;;
82900;25/06/2015;0000;;27.5;;0;79;
82900;25/06/2015;1200;32.6;;21;;;
82900;26/06/2015;0000;;28.9;;6.3;82.25;
82900;26/06/2015;1200;9.6;;21.8;;;
82900;27/06/2015;0000;;29;;8.9;79.25;
82900;27/06/2015;1200;22.4;;21.4;;;
82900;28/06/2015;0000;;28.1;;5.1;92.75;
82900;28/06/2015;1200;5.4;;21;;;
82900;29/06/2015;0000;;28.1;;2.9;83.25;
82900;29/06/2015;1200;139.3;;20.8;;;
82900;30/06/2015;0000;;29.3;;2.3;86.5;
82900;30/06/2015;1200;7.2;;23.2;;;
82900;01/07/2015;0000;;29.1;;4.8;81.25;
82900;01/07/2015;1200;6;;22.3;;;
82900;02/07/2015;0000;;29.1;;0;89.5;
82900;02/07/2015;1200;8;;21.8;;;
82900;03/07/2015;0000;;29.6;;7.4;90.5;
82900;03/07/2015;1200;31;;22.8;;;
82900;04/07/2015;0000;;26.1;;0;91.75;
82900;04/07/2015;1200;109;;23;;;
82900;05/07/2015;0000;;29.6;;9;80.25;
82900;05/07/2015;1200;22.6;;22.6;;;
82900;06/07/2015;0000;;28.5;;8;79.25;
82900;06/07/2015;1200;2;;22.2;;;
82900;07/07/2015;0000;;27.7;;4.9;89.75;
82900;07/07/2015;1200;0;;19;;;
82900;08/07/2015;0000;;29.6;;9.4;84.75;
82900;08/07/2015;1200;8;;20.6;;;
82900;09/07/2015;0000;;29.2;;10;80.25;
82900;09/07/2015;1200;0;;20.9;;;
82900;10/07/2015;0000;;29.2;;5.6;82.5;
82900;10/07/2015;1200;3;;20.4;;;
82900;11/07/2015;0000;;29.4;;3.2;90.5;
82900;11/07/2015;1200;8.2;;21;;;
82900;12/07/2015;0000;;29;;7.2;86.75;
82900;12/07/2015;1200;8;;21.2;;;
82900;13/07/2015;0000;;29.1;;8.1;79.5;
82900;13/07/2015;1200;1.7;;23.1;;;
82900;14/07/2015;0000;;29.1;;8.2;;
82900;15/07/2015;0000;;28.9;;6.4;84.5;
82900;15/07/2015;1200;3.6;;20.8;;;
82900;16/07/2015;0000;;26.8;;1;91;
82900;16/07/2015;1200;12.8;;22.4;;;
82900;17/07/2015;0000;;28.3;;4.4;77;
82900;17/07/2015;1200;23.6;;22.2;;;
82900;18/07/2015;0000;;27.8;;6.1;80.25;
82900;18/07/2015;1200;4;;20.7;;;
82900;19/07/2015;0000;;28.1;;6.7;81.25;
82900;19/07/2015;1200;15;;21.6;;;
82900;20/07/2015;0000;;26.7;;0.8;92.25;
82900;20/07/2015;1200;9.8;;21.2;;;
82900;21/07/2015;0000;;25.3;;0;91.75;
82900;21/07/2015;1200;18;;21.4;;;
82900;22/07/2015;0000;;27.1;;0.5;86.5;
82900;22/07/2015;1200;19.1;;21.1;;;
82900;23/07/2015;0000;;27.3;;0;92.5;
82900;23/07/2015;1200;12.5;;21.4;;;
82900;24/07/2015;0000;;28.2;;7.2;85.25;
82900;24/07/2015;1200;18.2;;21.4;;;
82900;25/07/2015;0000;;28.7;;7.2;82;
82900;25/07/2015;1200;0;;18.7;;;
82900;26/07/2015;0000;;26.5;;0.7;90;
82900;26/07/2015;1200;8.2;;21.8;;;
82900;27/07/2015;0000;;27.5;;0.6;92.25;
82900;27/07/2015;1200;10.2;;20.8;;;
82900;28/07/2015;0000;;25.8;;0.4;94;
82900;28/07/2015;1200;38.1;;21.3;;;
82900;29/07/2015;0000;;26.2;;0.8;89;
82900;29/07/2015;1200;17.2;;20.8;;;
82900;30/07/2015;0000;;28.5;;8.4;82.75;
82900;30/07/2015;1200;16.7;;19.8;;;
82900;31/07/2015;0000;;28.1;;4.4;81;
82900;31/07/2015;1200;11.8;;21.8;;;
82900;01/08/2015;0000;;27.1;;4;86.5;
82900;01/08/2015;1200;9.5;;21;;;
82900;02/08/2015;0000;;28;;9;79.25;
82900;02/08/2015;1200;14.6;;21.4;;;
82900;03/08/2015;0000;;28.1;;7.6;;
82900;03/08/2015;1200;0.1;;19.5;;;
82900;04/08/2015;0000;;28.6;;9.3;78.25;
82900;04/08/2015;1200;0;;18.4;;;
82900;05/08/2015;1200;5;;20.1;;;
82900;06/08/2015;0000;;28.4;;8.9;76.75;
82900;06/08/2015;1200;1.2;;22.6;;;
82900;07/08/2015;0000;;28.5;;9.4;78;
82900;07/08/2015;1200;0;;21.5;;;
82900;08/08/2015;0000;;28.3;;7.8;83.25;
82900;08/08/2015;1200;0.4;;20.8;;;
82900;09/08/2015;0000;;27;;2.3;82.25;
82900;09/08/2015;1200;12.2;;20.4;;;
82900;10/08/2015;0000;;28.2;;8.2;80.75;
82900;10/08/2015;1200;0.2;;18.8;;;
82900;11/08/2015;0000;;27.9;;6.8;84.75;
82900;11/08/2015;1200;9.3;;21;;;
82900;12/08/2015;0000;;26.9;;6.1;83;
82900;12/08/2015;1200;6.1;;21.2;;;
82900;13/08/2015;0000;;27.9;;7;87.5;
82900;13/08/2015;1200;7.6;;19.5;;;
82900;14/08/2015;0000;;27.2;;2.4;85.25;
82900;14/08/2015;1200;5;;21.4;;;
82900;15/08/2015;0000;;28.5;;8.1;79;
82900;15/08/2015;1200;9;;22.8;;;
82900;16/08/2015;0000;;28.1;;5;80;
82900;16/08/2015;1200;12;;20.8;;;
82900;17/08/2015;0000;;28.5;;9.6;75;
82900;17/08/2015;1200;0;;23.6;;;
82900;18/08/2015;0000;;28.7;;7.6;75.75;
82900;18/08/2015;1200;0;;22.4;;;
82900;19/08/2015;0000;;29.2;;9.3;77.75;
82900;19/08/2015;1200;1.6;;21.6;;;
82900;20/08/2015;0000;;30.2;;7.2;82.5;
82900;20/08/2015;1200;0.6;;21.4;;;
82900;21/08/2015;0000;;28.8;;5.8;79;
82900;21/08/2015;1200;12.4;;22.4;;;
82900;22/08/2015;0000;;28.7;;8.8;80.25;
82900;22/08/2015;1200;2;;21.5;;;
82900;23/08/2015;0000;;28.9;;9.1;76.25;
82900;23/08/2015;1200;0;;20.3;;;
82900;24/08/2015;0000;;29.1;;7.1;80;
82900;24/08/2015;1200;0;;18.8;;;
82900;25/08/2015;0000;;29.8;;8.4;79.25;
82900;25/08/2015;1200;0;;19.6;;;
82900;26/08/2015;0000;;29.4;;8.3;77.75;
82900;26/08/2015;1200;0;;21.3;;;
82900;27/08/2015;0000;;29.1;;7.7;74.25;
82900;27/08/2015;1200;0;;21.8;;;
82900;28/08/2015;0000;;28.7;;7.6;73.5;
82900;28/08/2015;1200;0;;20.4;;;
82900;29/08/2015;0000;;29.3;;6.4;76.75;
82900;29/08/2015;1200;0;;20.2;;;
82900;30/08/2015;0000;;28.9;;5.6;78.75;
82900;30/08/2015;1200;5.6;;21;;;
82900;31/08/2015;0000;;28.3;;4.5;81.75;
82900;31/08/2015;1200;1.6;;20.8;;;
82900;01/09/2015;0000;;28.1;;2.9;84.25;
82900;01/09/2015;1200;16.2;;20.6;;;
82900;02/09/2015;0000;;28.9;;8.9;76;
82900;02/09/2015;1200;0.3;;19.2;;;
82900;03/09/2015;0000;;29.8;;7.8;75;
82900;03/09/2015;1200;0;;21.1;;;
82900;04/09/2015;0000;;30.2;;9.6;76;
82900;04/09/2015;1200;0.6;;20.2;;;
82900;05/09/2015;0000;;30.7;;8.3;70.75;
82900;05/09/2015;1200;0;;22.2;;;
82900;06/09/2015;0000;;29.9;;9.4;76.5;
82900;06/09/2015;1200;0;;21;;;
82900;07/09/2015;0000;;30.1;;9.6;70.75;
82900;07/09/2015;1200;0;;20.3;;;
82900;08/09/2015;0000;;30.6;;7.5;75.75;
82900;08/09/2015;1200;0;;18.8;;;
82900;09/09/2015;0000;;29.2;;4.4;78.75;
82900;09/09/2015;1200;1.8;;23;;;
82900;10/09/2015;0000;;29.2;;5.5;78.5;
82900;10/09/2015;1200;0;;22.1;;;
82900;11/09/2015;0000;;30.3;;8.3;72.75;
82900;11/09/2015;1200;5.2;;21.5;;;
82900;12/09/2015;0000;;28.7;;7.8;78;
82900;12/09/2015;1200;0.6;;22;;;
82900;13/09/2015;0000;;29.9;;7.1;74;
82900;13/09/2015;1200;1.4;;22.8;;;
82900;14/09/2015;0000;;30.2;;6;80.75;
82900;14/09/2015;1200;0;;21;;;
82900;15/09/2015;0000;;29.3;;9.5;74.75;
82900;15/09/2015;1200;2.6;;22;;;
82900;16/09/2015;0000;;29;;7;76.75;
82900;16/09/2015;1200;0.8;;21;;;
82900;17/09/2015;0000;;29.2;;5.5;78.75;
82900;17/09/2015;1200;4.2;;21.4;;;
82900;18/09/2015;0000;;30;;9.8;71.5;
82900;18/09/2015;1200;1;;21;;;
82900;19/09/2015;0000;;30;;7.2;69.5;
82900;19/09/2015;1200;0.2;;20.8;;;
82900;20/09/2015;0000;;29.2;;9;71.5;
82900;20/09/2015;1200;0;;22.2;;;
82900;21/09/2015;0000;;31;;7.8;72;
82900;21/09/2015;1200;0;;23.4;;;
82900;22/09/2015;0000;;29.9;;9.2;71.25;
82900;22/09/2015;1200;0.2;;21.6;;;
82900;23/09/2015;0000;;30.1;;7.7;71;
82900;23/09/2015;1200;0;;23.6;;;
82900;24/09/2015;0000;;29.4;;8.6;70.25;
82900;24/09/2015;1200;0;;23.4;;;
82900;25/09/2015;0000;;30.2;;9.3;70.75;
82900;25/09/2015;1200;0;;21;;;
82900;26/09/2015;0000;;30.2;;8.8;68.25;
82900;26/09/2015;1200;0;;23.8;;;
82900;27/09/2015;0000;;30;;9.4;68.25;
82900;27/09/2015;1200;0;;23;;;
82900;28/09/2015;0000;;30.4;;9.1;68;
82900;28/09/2015;1200;0;;20.4;;;
82900;29/09/2015;0000;;30.6;;9;68.5;
82900;29/09/2015;1200;0;;21.4;;;
82900;30/09/2015;0000;;30.1;;9;70.5;
82900;30/09/2015;1200;0;;22.1;;;
82900;01/10/2015;0000;;29.6;;7.5;73.25;
82900;01/10/2015;1200;0;;23.4;;;
82900;02/10/2015;0000;;30.2;;9.6;66;
82900;02/10/2015;1200;0;;22.4;;;
82900;03/10/2015;0000;;29.6;;8.2;72.5;
82900;03/10/2015;1200;0;;23;;;
82900;04/10/2015;0000;;30;;8.8;70.75;
82900;04/10/2015;1200;0;;19.8;;;
82900;05/10/2015;0000;;29.8;;4.1;68.5;
82900;05/10/2015;1200;0;;20.8;;;
82900;06/10/2015;0000;;30;;7;73;
82900;06/10/2015;1200;0;;23.6;;;
82900;07/10/2015;0000;;29.6;;8.4;72.75;
82900;07/10/2015;1200;0.4;;23.6;;;
82900;08/10/2015;0000;;30;;9.3;71.25;
82900;08/10/2015;1200;0;;20.6;;;
82900;09/10/2015;0000;;30.2;;7.2;69;
82900;09/10/2015;1200;0;;22;;;
82900;10/10/2015;0000;;29.8;;8.5;66;
82900;10/10/2015;1200;0.2;;23;;;
82900;11/10/2015;0000;;29.2;;2;70.5;
82900;11/10/2015;1200;0;;23.6;;;
82900;12/10/2015;0000;;30.4;;8.9;71;
82900;12/10/2015;1200;3.4;;22.8;;;
82900;13/10/2015;0000;;30.8;;7.4;79;
82900;13/10/2015;1200;0;;22.6;;;
82900;14/10/2015;0000;;27.7;;0.2;78.75;
82900;14/10/2015;1200;3;;22.4;;;
82900;15/10/2015;0000;;29.4;;4.4;73.5;
82900;15/10/2015;1200;2.7;;23.4;;;
82900;16/10/2015;0000;;29.4;;4.6;68;
82900;16/10/2015;1200;0.6;;22.4;;;
82900;17/10/2015;0000;;30.4;;7.7;77.5;
82900;17/10/2015;1200;0;;20.7;;;
82900;18/10/2015;0000;;30;;9;73.5;
82900;18/10/2015;1200;6.3;;21.8;;;
82900;19/10/2015;0000;;29.7;;9.2;73;
82900;19/10/2015;1200;0;;22.4;;;
82900;20/10/2015;0000;;30;;9.8;69;
82900;20/10/2015;1200;0;;20.6;;;
82900;21/10/2015;0000;;30.4;;8.7;69.25;
82900;21/10/2015;1200;0;;20.6;;;
82900;22/10/2015;0000;;31.4;;7.5;67.25;
82900;22/10/2015;1200;0;;22.7;;;
82900;23/10/2015;0000;;30.4;;10.1;68.25;
82900;23/10/2015;1200;0;;24.6;;;
82900;24/10/2015;0000;;30.8;;10.9;66;
82900;24/10/2015;1200;0;;24.1;;;
82900;25/10/2015;0000;;30.8;;9.3;71.25;
82900;25/10/2015;1200;0;;23;;;
82900;26/10/2015;0000;;30.6;;10;64.5;
82900;26/10/2015;1200;0;;25.2;;;
82900;27/10/2015;0000;;30.4;;9.9;72.75;
82900;27/10/2015;1200;0;;22.2;;;
82900;28/10/2015;0000;;30.4;;9.1;68.75;
82900;28/10/2015;1200;0;;22.9;;;
82900;29/10/2015;0000;;31;;9.6;67.5;
82900;29/10/2015;1200;0;;23.6;;;
82900;30/10/2015;0000;;31.4;;9.9;66.25;
82900;30/10/2015;1200;0;;21.4;;;
82900;31/10/2015;0000;;30.8;;9.9;65.75;
82900;31/10/2015;1200;0;;24.9;;;
82900;01/11/2015;0000;;31.3;;9.2;70.25;
82900;01/11/2015;1200;0;;24;;;
82900;02/11/2015;0000;;31;;8.6;67.25;
82900;02/11/2015;1200;0;;24;;;
82900;03/11/2015;0000;;31.4;;9.2;67.5;
82900;03/11/2015;1200;0;;24;;;
82900;04/11/2015;0000;;30;;7.2;73.75;
82900;04/11/2015;1200;2.6;;22.7;;;
82900;05/11/2015;0000;;31;;9.5;70;
82900;05/11/2015;1200;0;;22.6;;;
82900;06/11/2015;0000;;30.8;;9.9;71.75;
82900;06/11/2015;1200;0;;22.6;;;
82900;07/11/2015;0000;;31.2;;9.6;67.5;
82900;07/11/2015;1200;0;;23.3;;;
82900;08/11/2015;0000;;31;;9.4;65.25;
82900;08/11/2015;1200;0;;24.3;;;
82900;09/11/2015;0000;;31.6;;9.8;71;
82900;09/11/2015;1200;0;;24;;;
82900;10/11/2015;0000;;28.7;;8.7;71.5;
82900;10/11/2015;1200;20.2;;23.4;;;
82900;11/11/2015;0000;;30.2;;7.5;72;
82900;11/11/2015;1200;0;;22.6;;;
82900;12/11/2015;0000;;31;;10.6;64.5;
82900;12/11/2015;1200;0;;23.1;;;
82900;13/11/2015;0000;;31.4;;8.6;66.5;
82900;13/11/2015;1200;0;;20.6;;;
82900;14/11/2015;0000;;32;;10.1;69.75;
82900;14/11/2015;1200;0;;22.2;;;
82900;15/11/2015;0000;;31.8;;9.3;70.5;
82900;15/11/2015;1200;2;;23.2;;;
82900;16/11/2015;0000;;31.3;;8.7;69.5;
82900;16/11/2015;1200;0;;23.4;;;
82900;17/11/2015;0000;;30.7;;8.3;70;
82900;17/11/2015;1200;2;;23.2;;;
82900;18/11/2015;0000;;31;;6.4;77;
82900;18/11/2015;1200;3.8;;21.2;;;
82900;19/11/2015;0000;;31.4;;10.1;68;
82900;19/11/2015;1200;0;;22.6;;;
82900;20/11/2015;0000;;31.6;;10.1;69;
82900;20/11/2015;1200;0;;20.3;;;
82900;21/11/2015;0000;;32;;9.1;68.25;
82900;21/11/2015;1200;0;;21.8;;;
82900;22/11/2015;0000;;31.4;;9.3;66.5;
82900;22/11/2015;1200;0;;23.2;;;
82900;23/11/2015;0000;;31.8;;9.9;65.25;
82900;23/11/2015;1200;0;;22.3;;;
82900;24/11/2015;0000;;32.3;;8.6;68.5;
82900;24/11/2015;1200;0;;23.7;;;
82900;25/11/2015;0000;;32.6;;10;70.75;
82900;25/11/2015;1200;0;;23;;;
82900;26/11/2015;0000;;32.8;;10.3;65.75;
82900;26/11/2015;1200;0;;22;;;
82900;27/11/2015;0000;;32.9;;10.5;67;
82900;27/11/2015;1200;0;;22.8;;;
82900;28/11/2015;0000;;32.2;;10;68;
82900;28/11/2015;1200;0;;21.5;;;
82900;29/11/2015;0000;;31.8;;10.1;67.25;
82900;29/11/2015;1200;0;;22.2;;;
82900;30/11/2015;0000;;32;;9.8;62.5;
82900;30/11/2015;1200;0;;23.8;;;
82900;01/12/2015;0000;;31.9;;7.7;70;
82900;01/12/2015;1200;0;;24;;;
82900;02/12/2015;0000;;31.6;;8.9;59.75;
82900;02/12/2015;1200;0;;25.4;;;
82900;03/12/2015;0000;;32;;9.9;58.5;
82900;03/12/2015;1200;0;;21.6;;;
82900;04/12/2015;0000;;32.9;;10.8;59.75;
82900;04/12/2015;1200;0;;21.4;;;
82900;05/12/2015;0000;;33;;10.8;61;
82900;05/12/2015;1200;0;;21.1;;;
82900;06/12/2015;0000;;32.8;;10;63;
82900;06/12/2015;1200;0;;22.9;;;
82900;07/12/2015;0000;;31.7;;9.3;64.5;
82900;07/12/2015;1200;0;;21;;;
82900;08/12/2015;0000;;32.1;;9.5;56.25;
82900;08/12/2015;1200;0;;23.3;;;
82900;09/12/2015;0000;;32;;10.3;63.75;
82900;09/12/2015;1200;0;;26.4;;;
82900;10/12/2015;0000;;32;;10.9;63.75;
82900;10/12/2015;1200;0;;25.6;;;
82900;11/12/2015;0000;;32.6;;10.3;63;
82900;11/12/2015;1200;0;;22.4;;;
82900;12/12/2015;0000;;32.5;;9.3;66.75;
82900;12/12/2015;1200;0;;24.4;;;
82900;13/12/2015;0000;;31.4;;10.1;68.5;
82900;13/12/2015;1200;0;;26;;;
82900;14/12/2015;0000;;31.9;;9.3;65.25;
82900;14/12/2015;1200;0;;24.4;;;
82900;15/12/2015;0000;;31.8;;8.5;68.75;
82900;15/12/2015;1200;1.8;;23;;;
82900;16/12/2015;0000;;31.6;;4.8;73;
82900;16/12/2015;1200;7.4;;23.8;;;
82900;17/12/2015;0000;;31.1;;8.9;69.25;
82900;17/12/2015;1200;0;;23;;;
82900;18/12/2015;0000;;30.4;;1.9;86.25;
82900;18/12/2015;1200;4;;24;;;
82900;19/12/2015;0000;;30.3;;5.5;74.5;
82900;19/12/2015;1200;5.8;;24;;;
82900;20/12/2015;0000;;32.4;;8;70.25;
82900;20/12/2015;1200;1;;23.2;;;
82900;21/12/2015;0000;;31.6;;6.9;69;
82900;21/12/2015;1200;0.2;;24.6;;;
82900;22/12/2015;0000;;28.9;;0.6;88;
82900;22/12/2015;1200;1.8;;24.9;;;
82900;23/12/2015;0000;;30.7;;3.8;72.5;
82900;23/12/2015;1200;4.7;;23;;;
82900;24/12/2015;0000;;27.4;;1;87.75;
82900;24/12/2015;1200;2.6;;19.8;;;
82900;25/12/2015;0000;;29.1;;3.1;80.25;
82900;25/12/2015;1200;49;;22;;;
82900;26/12/2015;0000;;30;;4.6;70.25;
82900;26/12/2015;1200;1.3;;23.4;;;
82900;27/12/2015;0000;;29.4;;4.2;79.5;
82900;27/12/2015;1200;4.2;;23.8;;;
82900;28/12/2015;0000;;31;;7.4;72.75;
82900;28/12/2015;1200;3;;23.3;;;
82900;29/12/2015;0000;;30.6;;3.2;74.75;
82900;29/12/2015;1200;5;;24;;;
82900;30/12/2015;0000;;30.6;;7.3;70;
82900;30/12/2015;1200;0;;25.6;;;
82900;31/12/2015;0000;;31.2;;3.9;71;
82900;31/12/2015;1200;0;;25;;;
82900;01/01/2016;0000;;31.1;;7;64.5;
82900;01/01/2016;1200;0;;22.4;;;
82900;02/01/2016;0000;;32;;9;66.25;
82900;02/01/2016;1200;0;;23.6;;;
82900;03/01/2016;0000;;33.1;;8.7;60;
82900;03/01/2016;1200;0;;23;;;
82900;04/01/2016;0000;;33.2;;9.1;69.25;
82900;04/01/2016;1200;0;;23.1;;;
82900;05/01/2016;0000;;32.9;;5.4;72;
82900;05/01/2016;1200;0;;24;;;
82900;06/01/2016;0000;;32.1;;3.8;68.75;
82900;06/01/2016;1200;0;;24.4;;;
82900;07/01/2016;0000;;31.5;;0.7;69.75;
82900;07/01/2016;1200;0;;24.7;;;
82900;08/01/2016;0000;;31;;1.7;67.75;
82900;08/01/2016;1200;0;;25.6;;;
82900;09/01/2016;0000;;27.2;;0;89.75;
82900;09/01/2016;1200;4.4;;22.8;;;
82900;10/01/2016;0000;;30.8;;1.8;73.5;
82900;10/01/2016;1200;25.7;;21.9;;;
82900;11/01/2016;0000;;31.3;;7.4;70.5;
82900;11/01/2016;1200;3;;24.3;;;
82900;12/01/2016;0000;;30.8;;5.3;74.25;
